client_id;sessionId;datetime;status;category
2,37E+11;d321701a-60f9-455b-a60a-7b62919ead6b;04.05.2021;CORRECT;payment_card_web
2,40E+11;59ab4de8-2654-424b-a828-1d88fe60e9e3;16.05.2021;CORRECT;default
2,37E+11;e3f7908f-3908-44de-af8e-7d265a904f05;04.05.2021;CORRECT;otp-login
2,38E+11;c97ce235-eb0b-46bf-8c01-f1e6aae826c0;04.05.2021;CORRECT;otp-login
2,39E+11;92658486-998b-4004-8b30-5215db952002;16.05.2021;CORRECT;otp-login
2,40E+11;2a0f9bcc-7c8d-41d0-87fe-29825f8e01dc;04.05.2021;CORRECT;otp-login
2,37E+11;c2b6f4fd-884f-4fb5-bcf0-8c94a356cd0a;04.05.2021;CORRECT;otp-login
2,38E+11;9cc4ed96-a31d-465a-958f-49593d24e297;16.05.2021;CORRECT;otp-login
2,37E+11;30e4ae37-ac5c-4101-a311-2614ba8ab129;04.05.2021;CORRECT;transfer-free_acc_web
2,37E+11;bf66a2a7-dae1-41f7-853e-d28ec1a1a50c;04.05.2021;CORRECT;default
2,38E+11;4a169374-f09e-4234-88ed-72d10fbd66a4;16.05.2021;CORRECT;operation-name_web
2,39E+11;3150d4f5-f75b-45db-9d04-ac47de476dcc;04.05.2021;CORRECT;otp-login
2,38E+11;8832ef3a-b9ec-47e6-aa02-0f697f684815;04.05.2021;CORRECT;payment_card_web
2,39E+11;8747345d-67df-4720-a265-65252c21afb9;16.05.2021;CORRECT;default
2,37E+11;ab18166a-624e-408f-8cdb-4424f40fdf0a;04.05.2021;CORRECT;operation-name_web
2,39E+11;9766ab9b-0598-4c24-ac1b-908dced9fb83;04.05.2021;CORRECT;default
2,39E+11;b990a408-0b11-45c1-a711-0b98fc0d746b;16.05.2021;CORRECT;otp-login
2,37E+11;1353a614-53c3-4e17-9fdf-26629a808a57;04.05.2021;INCORRECT;payment_card_web
2,37E+11;1353a614-53c3-4e17-9fdf-26629a808a57;04.05.2021;CORRECT;payment_card_web
2,39E+11;2799d793-2e94-4b0a-9e74-638ff81c90b7;04.05.2021;CORRECT;otp-login
2,37E+11;b2b96133-594e-4a66-91b6-9fdb7e354b88;16.05.2021;CORRECT;otp-login
2,38E+11;ea99791a-0c14-4080-afd9-a9cb7826bf51;04.05.2021;CORRECT;operation-name_web
2,37E+11;698723b2-0200-4026-b81c-d23c5920e3cf;04.05.2021;CORRECT;transfer-p2p_card_web
2,39E+11;b3fd75fe-f5c9-4f67-a8a4-f0b74d3654b6;16.05.2021;INCORRECT;otp-login
2,39E+11;7aa99811-767b-44bc-be52-5ea9351ec3a0;04.05.2021;CORRECT;otp-login
2,39E+11;b3fd75fe-f5c9-4f67-a8a4-f0b74d3654b6;16.05.2021;CORRECT;otp-login
2,39E+11;b0ca991c-f4b9-4a4d-bdea-1ca65f8ae2e8;04.05.2021;CORRECT;otp-login
2,37E+11;ff641eec-6496-4a77-a180-926b70647752;04.05.2021;CORRECT;otp-login
2,38E+11;02a5940d-d31e-401c-b4e9-c9ed8435be98;04.05.2021;CORRECT;otp-login
2,37E+11;56eaf794-861b-44b6-9475-0408bf856f55;16.05.2021;CORRECT;otp-login
2,37E+11;f02b1322-5dfd-413f-b7cf-84dd36cfc57e;04.05.2021;CORRECT;default
2,39E+11;9e3c2607-3d42-429f-a3f5-95e5a0371a76;04.05.2021;CORRECT;limit_set_web
2,40E+11;377e0682-3d0f-4647-99e3-b77f1794a662;16.05.2021;INCORRECT;default
2,38E+11;f8fb0b85-e525-4fcf-b242-791c35a3c20b;04.05.2021;CORRECT;payment_card_web
2,40E+11;377e0682-3d0f-4647-99e3-b77f1794a662;16.05.2021;CORRECT;default
2,39E+11;4a57d70b-8a58-4eca-98f4-15e903a225ee;04.05.2021;CORRECT;default
2,39E+11;5f2efc52-3937-44af-a971-05440d72f5b5;04.05.2021;INCORRECT;payment_card_web
2,39E+11;5f2efc52-3937-44af-a971-05440d72f5b5;04.05.2021;CORRECT;payment_card_web
2,38E+11;abd6d0a9-10cb-45eb-b513-181b84c18c80;16.05.2021;CORRECT;otp-login
2,37E+11;7f642134-01c8-4973-913b-64355e65e7b0;04.05.2021;CORRECT;otp-login
2,39E+11;9c3d9e03-afa0-4210-b98b-dd6fd18818ea;04.05.2021;CORRECT;otp-login
2,37E+11;12be6508-154f-4268-8f2a-58684eec77ae;16.05.2021;CORRECT;otp-login
2,38E+11;de67b7ef-2177-4ddf-bd85-0004f65701c4;04.05.2021;CORRECT;otp-login
2,38E+11;a65e9d73-3b50-46ed-95cc-28b9f72ad94e;04.05.2021;CORRECT;payment_card_web
2,38E+11;aee855f6-4e5c-49ec-b3b2-38d8f973e8db;16.05.2021;CORRECT;otp-login
2,37E+11;35592239-e246-406f-87fa-0af4785a8dec;04.05.2021;CORRECT;otp-login
2,38E+11;927ba11c-9c1b-457e-82de-379041df7a2d;04.05.2021;CORRECT;payment_card_web
2,38E+11;baf1f1fe-70d2-4ab5-9db9-f687d1e02853;16.05.2021;CORRECT;otp-login
2,38E+11;408f0063-fbe1-4dc8-86a0-3f95dc693e56;04.05.2021;CORRECT;otp-login
2,37E+11;acf27f77-23cb-4c18-9712-a5e8ee51460c;04.05.2021;CORRECT;default
2,37E+11;8e54bcd8-9cac-4538-b1b2-6a4cce0a09e9;16.05.2021;CORRECT;payment_card_web
2,37E+11;f8ff3473-6fcd-48c9-b2b4-966e00015869;04.05.2021;CORRECT;otp-login
2,38E+11;c1b104ad-05ef-4bfd-9003-6cb09ee4da5c;04.05.2021;CORRECT;default
2,39E+11;9a6a84cd-15de-42f6-b637-71344b2bc869;16.05.2021;CORRECT;otp-login
2,37E+11;a12f141e-432b-48e5-8790-6a8198432742;04.05.2021;CORRECT;payment_card_web
2,38E+11;5808d7fc-76ff-4e2a-a0aa-d0a528b47d81;04.05.2021;CORRECT;default
2,40E+11;94d538de-660d-4fa9-a845-93ad7efa80c0;16.05.2021;CORRECT;payment_card_web
2,38E+11;c97ce235-eb0b-46bf-8c01-f1e6aae826c0;04.05.2021;CORRECT;payment_card_web
2,39E+11;d90d0987-b4b6-417e-a982-64ae76519068;04.05.2021;CORRECT;otp-login
2,39E+11;10aa7f1e-c932-4e21-8c55-3122dac9c356;16.05.2021;CORRECT;payment_card_web
2,39E+11;2796b853-56da-4d14-afbf-6842f7754329;04.05.2021;CORRECT;otp-login
2,38E+11;892cd2ca-5a61-4091-b7af-9f09b8b1224e;04.05.2021;CORRECT;otp-login
2,37E+11;bce0ff54-31d3-45c2-8873-e66b4081502d;16.05.2021;CORRECT;otp-login
2,37E+11;ea53c17a-c6a1-48df-947a-fc14ba2eb0fa;04.05.2021;CORRECT;otp-login
2,37E+11;eec32dfb-ebd2-4ed6-9070-3a7d2f6bb859;04.05.2021;CORRECT;otp-login
2,37E+11;400a730a-c31d-4ace-8f01-d2acddb5e9a2;04.05.2021;CORRECT;otp-login
2,37E+11;9cb77c8a-8d51-471f-b994-8c487442f402;16.05.2021;CORRECT;otp-login
2,38E+11;148b3ffb-ee4c-4f5b-9098-436993a0ade0;04.05.2021;CORRECT;default
2,37E+11;b7e6d7c2-c67c-4ad9-a5ad-1add1abbb8ff;16.05.2021;CORRECT;payment_card_web
2,39E+11;68583e2e-4daf-4296-b89c-26d5e125c398;04.05.2021;CORRECT;payment_card_web
2,37E+11;0c23388b-aac5-424e-aa41-3746f412bbb2;04.05.2021;CORRECT;otp-login
2,37E+11;af291748-3543-4ff4-ab90-56c292398b11;16.05.2021;CORRECT;otp-login
2,37E+11;32daafe5-d5b3-4ec7-a59d-1399d237f5da;04.05.2021;CORRECT;otp-login
2,37E+11;0aaf221a-3358-4d08-9249-89a5acde13b5;04.05.2021;CORRECT;default
2,37E+11;5f290114-7b3e-480d-86c7-45c46e36c4db;16.05.2021;CORRECT;otp-login
2,37E+11;f8ff3473-6fcd-48c9-b2b4-966e00015869;04.05.2021;CORRECT;operation-name_web
2,38E+11;50ba6e05-3268-463d-ab64-bca336326456;04.05.2021;CORRECT;otp-login
2,38E+11;f0368e81-eabe-4759-801a-427156e4e2e6;16.05.2021;CORRECT;otp-login
2,39E+11;bce3024d-ea63-4b7a-8ac3-598f4cb88056;04.05.2021;CORRECT;otp-login
2,38E+11;f5115ab1-425c-4465-b2b7-1ef0620b93cd;04.05.2021;CORRECT;otp-login
2,37E+11;cb878b37-8de6-421e-959a-3df9582445a2;16.05.2021;CORRECT;default
2,37E+11;da3b2971-4273-412a-9bef-2d5da2de6761;04.05.2021;CORRECT;payment_card_web
2,38E+11;548dfdac-9756-4a37-b34e-45fa75cc20f3;04.05.2021;CORRECT;operation-name_web
2,38E+11;02911712-9bd1-4f51-ad86-c8e0dd4ebf3e;16.05.2021;CORRECT;otp-login
2,37E+11;735c2200-4598-42dc-85dc-6c3bb1727008;04.05.2021;CORRECT;otp-login
2,39E+11;9766ab9b-0598-4c24-ac1b-908dced9fb83;04.05.2021;CORRECT;default
2,39E+11;bab2b363-250a-4391-88c0-d8482bf83b0c;16.05.2021;CORRECT;otp-login
2,37E+11;fa5909b3-f11e-48b7-ac0b-b59ba9e7ddcf;04.05.2021;CORRECT;otp-login
2,40E+11;c6d75586-300f-42dc-821b-bdeebc2188f5;04.05.2021;CORRECT;default
2,38E+11;dd95e69d-ac62-46ac-bb8f-a696914dcb1f;16.05.2021;CORRECT;otp-login
2,39E+11;34d4180a-0c95-436c-a1ae-2459125e679b;04.05.2021;CORRECT;otp-login
2,37E+11;31582261-6858-4f22-9032-61745b6fa47e;16.05.2021;CORRECT;otp-login
2,37E+11;62c0e901-a547-4bbe-885c-75c567271741;04.05.2021;CORRECT;default
2,37E+11;b4e81422-01ca-4096-83fe-86ee58ebb995;04.05.2021;CORRECT;operation-name_web
2,39E+11;7c35ffcd-033d-4e92-92ce-9b9808bda2e7;16.05.2021;CORRECT;payment_card_web
2,38E+11;61e666b8-899b-41d1-84d5-d236c1baae09;04.05.2021;CORRECT;otp-login
2,37E+11;21c28b09-ac13-4ff9-a0a1-b219e9c6dd3e;04.05.2021;CORRECT;otp-login
2,38E+11;879131f8-66a9-48aa-9239-4118fefcab60;16.05.2021;CORRECT;operation-name_web
2,37E+11;a76104a2-a546-4ebc-ae8b-fe30253cc50c;04.05.2021;CORRECT;otp-login
2,37E+11;468cbc97-b816-42bf-b50f-5c669329c4e8;04.05.2021;CORRECT;default
2,37E+11;7188a40f-591c-4cf1-8a13-70aaaf608820;16.05.2021;CORRECT;otp-login
2,38E+11;17f57554-cd3a-48ac-be25-f348565239b1;04.05.2021;CORRECT;otp-login
2,39E+11;c5b7602a-b477-4c8f-b44d-0cd13a839b89;04.05.2021;CORRECT;otp-login
2,38E+11;a0186855-def9-4e3f-af6e-eacd2e9ddfed;16.05.2021;CORRECT;otp-login
2,39E+11;278b9bc4-d17e-4bb3-a883-43965017982c;04.05.2021;CORRECT;otp-login
2,39E+11;a9601eb7-067c-4c8a-91ad-ad81b7493c42;04.05.2021;CORRECT;otp-login
2,37E+11;2ed7e47e-83da-4b12-9238-dfd931510803;16.05.2021;CORRECT;default
2,37E+11;46f35e84-6ff7-4c3b-9918-d3483edd8321;04.05.2021;CORRECT;otp-login
2,38E+11;99d5db2e-cf5d-4573-83be-cc1d39e98565;04.05.2021;CORRECT;transfer_card_web
2,39E+11;b78e5cb1-a587-4449-86e6-0130876d4a81;16.05.2021;CORRECT;otp-login
2,37E+11;785bddc9-c2e9-4a08-a46d-1f3eb18ad834;04.05.2021;CORRECT;otp-login
2,38E+11;126bc62c-e0e9-4ecb-a064-8bf177b61128;04.05.2021;CORRECT;default
2,37E+11;88def4cf-7a93-4d14-88c9-ef1d5343d5bb;16.05.2021;CORRECT;operation-name_web
2,37E+11;ea53c17a-c6a1-48df-947a-fc14ba2eb0fa;04.05.2021;CORRECT;payment_card_web
2,37E+11;fd30b093-4bc7-4f26-a305-1d259ffb4ee5;04.05.2021;CORRECT;transfer-p2p_card_web
2,38E+11;266187ed-8ee2-4e64-a7db-747d48a7cc67;16.05.2021;CORRECT;otp-login
2,39E+11;b3a6613c-98a3-41db-b6db-23bc1c9715b6;04.05.2021;CORRECT;operation-name_web
2,39E+11;68d53daa-42fd-49d1-ae87-b30b25423824;04.05.2021;CORRECT;otp-login
2,37E+11;2b8e7bc6-cc87-4899-9cf2-413a89adab41;16.05.2021;CORRECT;payment_card_web
2,39E+11;40b1c7db-84c7-4895-88ea-24878b0784c3;04.05.2021;CORRECT;payment_card_web
2,37E+11;ecf304cb-d3e5-4f88-bdb3-a86505ecc385;04.05.2021;CORRECT;otp-login
2,39E+11;78f7f873-1dfb-4e2d-bb48-5830b7966777;16.05.2021;INCORRECT;default
2,38E+11;9122868f-328e-4229-a15d-1dff3de8cb2b;04.05.2021;CORRECT;default
2,39E+11;6b4c26f6-a67a-4220-bd8f-1c3f9d07979a;16.05.2021;CORRECT;default
2,37E+11;3e45d10b-0492-43cb-828b-f12e5cd95286;04.05.2021;INCORRECT;default
2,37E+11;3e45d10b-0492-43cb-828b-f12e5cd95286;04.05.2021;CORRECT;default
2,38E+11;f8fb0b85-e525-4fcf-b242-791c35a3c20b;04.05.2021;CORRECT;payment_card_web
2,37E+11;882d6e9a-181b-4477-91ec-970939af3bad;16.05.2021;CORRECT;default
2,37E+11;1befb7d8-eb49-4442-8065-540ceca7f490;04.05.2021;CORRECT;default
2,39E+11;0f1008fc-ee37-4f89-888b-bcd27592a5f7;04.05.2021;CORRECT;otp-login
2,37E+11;56673d97-5d4c-479b-a385-4200bc8a3332;16.05.2021;CORRECT;otp-login
2,38E+11;d40bf469-5497-43fb-9a76-3634daa9b636;04.05.2021;CORRECT;otp-login
2,37E+11;0b678606-490d-4b53-898d-9f9a053a4b7d;16.05.2021;CORRECT;default
2,37E+11;43b05970-1cf8-4337-b0b0-f3848916fa7b;04.05.2021;CORRECT;otp-login
2,38E+11;b76e0663-a974-475e-aab9-64700b262da5;04.05.2021;CORRECT;otp-login
2,38E+11;45eb62f0-949a-4186-ac00-f5bfa4438f7b;16.05.2021;CORRECT;default
2,37E+11;b73bd0f2-283d-4e47-aabc-cb54dc7b8b90;04.05.2021;INCORRECT;default
2,37E+11;b73bd0f2-283d-4e47-aabc-cb54dc7b8b90;04.05.2021;CORRECT;default
2,39E+11;d598a759-8d0f-4e68-a0fd-a477ee14f294;04.05.2021;CORRECT;otp-login
2,38E+11;d7a7d6c1-f211-4621-adfc-a86c4e0bb3ea;16.05.2021;CORRECT;otp-login
2,39E+11;7eb39dd7-0346-481e-93c7-c6f5f4095b01;04.05.2021;CORRECT;sms-info_off_web
2,37E+11;cfa89507-ab30-43dd-ae9a-9791f61c22d3;04.05.2021;CORRECT;otp-login
2,37E+11;af291748-3543-4ff4-ab90-56c292398b11;16.05.2021;CORRECT;operation-name_web
2,38E+11;60b64d00-395d-4f6a-94a7-0f3230ccf7b8;04.05.2021;CORRECT;otp-login
2,39E+11;68583e2e-4daf-4296-b89c-26d5e125c398;04.05.2021;CORRECT;payment_card_web
2,40E+11;b9eb2713-306b-4229-9a43-c9a8a5fd965a;16.05.2021;CORRECT;otp-login
2,37E+11;0196da02-a85a-45b0-9200-5baa2a920296;04.05.2021;CORRECT;otp-login
2,37E+11;49bb2d66-cb6e-4f33-8e9d-3a0e10156c47;04.05.2021;CORRECT;otp-login
2,38E+11;6bf68f26-0b0c-4e5e-9031-df282045a8a7;16.05.2021;CORRECT;default
2,37E+11;f40b0022-8d4b-48fe-b33e-8a283ead4c3a;04.05.2021;CORRECT;otp-login
2,39E+11;e4a6f279-b53a-4ba5-97b4-602051ee15e0;04.05.2021;CORRECT;default
2,37E+11;4deadedd-0fc7-4092-adc6-dd483fb527b9;16.05.2021;CORRECT;otp-login
2,37E+11;9e77844c-dad6-45f3-8fd1-3dd43e95e8f7;04.05.2021;CORRECT;otp-login
2,40E+11;2c19baaa-2079-44e1-a760-3ad5c15af766;04.05.2021;CORRECT;otp-login
2,38E+11;260b7938-4257-415c-a7ac-75d926d582bf;04.05.2021;CORRECT;otp-login
2,37E+11;74cd3b28-2f36-4083-add7-f5f71243f439;16.05.2021;CORRECT;otp-login
2,39E+11;1d307b97-3708-4819-aa0c-f9ab3c161685;04.05.2021;CORRECT;otp-login
2,37E+11;eec32dfb-ebd2-4ed6-9070-3a7d2f6bb859;04.05.2021;CORRECT;payment_card_web
2,38E+11;c8c5941a-87f4-4991-a666-a16c262f34e3;16.05.2021;CORRECT;default
2,39E+11;9c3d9e03-afa0-4210-b98b-dd6fd18818ea;04.05.2021;CORRECT;payment_card_web
2,37E+11;ea53c17a-c6a1-48df-947a-fc14ba2eb0fa;04.05.2021;CORRECT;payment_card_web
2,37E+11;86e921b9-d445-4bd2-b670-fc55d328edc0;16.05.2021;CORRECT;otp-login
2,38E+11;1ef0fbe5-febf-4321-aa84-012ca09f6c14;04.05.2021;CORRECT;otp-login
2,37E+11;5545dfa3-a6c7-4079-958b-04c369523ac3;04.05.2021;CORRECT;otp-login
2,39E+11;0c34ed20-d147-40a0-91b6-3a0c267b0d8b;16.05.2021;CORRECT;otp-login
2,38E+11;c11478bd-4cc2-461e-8724-9cc8b6216874;04.05.2021;CORRECT;payment_card_web
2,37E+11;e7c379d4-f367-48bd-ad42-8b11444d54cf;04.05.2021;CORRECT;otp-login
2,37E+11;3bbf69ea-cfde-484d-aa1c-bf81997f68e1;16.05.2021;CORRECT;otp-login
2,39E+11;da6431d8-06ed-4249-a5e6-79dddb68f82f;04.05.2021;CORRECT;operation-name_web
2,38E+11;d40bf469-5497-43fb-9a76-3634daa9b636;04.05.2021;CORRECT;operation-name_web
2,37E+11;680c5373-3b31-4b2c-a315-b49da4a4bc9a;16.05.2021;INCORRECT;otp-login
2,39E+11;cffc9177-bc4c-47e3-8233-60db8dc4fdd7;04.05.2021;CORRECT;otp-login
2,37E+11;680c5373-3b31-4b2c-a315-b49da4a4bc9a;16.05.2021;CORRECT;otp-login
2,39E+11;e4a6f279-b53a-4ba5-97b4-602051ee15e0;04.05.2021;CORRECT;default
2,38E+11;7ebab026-a10c-422a-97cc-f3bd635eadcd;04.05.2021;CORRECT;otp-login
2,38E+11;457b46fd-88eb-4367-a744-e75b4b8edfcc;16.05.2021;CORRECT;default
2,37E+11;0c23388b-aac5-424e-aa41-3746f412bbb2;04.05.2021;CORRECT;operation-name_web
2,37E+11;b711e0e6-f487-4d84-8eb4-c2518345e619;04.05.2021;CORRECT;otp-login
2,38E+11;7cbc5fd6-ea72-461a-9399-6ccec0b71367;16.05.2021;CORRECT;otp-login
2,38E+11;1a83c567-4b28-4545-a158-7d0a763af783;04.05.2021;CORRECT;default
2,40E+11;f56bf52a-4818-4e17-96f8-0ee88a5c5374;04.05.2021;INCORRECT;default
2,40E+11;f56bf52a-4818-4e17-96f8-0ee88a5c5374;04.05.2021;CORRECT;default
2,37E+11;56eaf794-861b-44b6-9475-0408bf856f55;16.05.2021;CORRECT;payment_card_web
2,39E+11;bb3360be-ca79-4426-b49f-659a295691c7;04.05.2021;CORRECT;otp-login
2,39E+11;11470899-08f6-454e-9756-5caa0a519e46;04.05.2021;CORRECT;otp-login
2,39E+11;271b54da-1c8c-4047-95e2-19f89b231da9;16.05.2021;CORRECT;otp-login
2,39E+11;0b4c8056-1e6a-49bd-88f2-b03e5a51a8f7;04.05.2021;CORRECT;otp-login
2,39E+11;84a0115f-f3d8-45a2-8306-3ccebf36958e;04.05.2021;CORRECT;otp-login
2,38E+11;fcfdd9c9-47bb-4efd-bbc6-0dfa7b74bdb0;16.05.2021;CORRECT;otp-login
2,37E+11;3fa483a2-5145-40aa-bc72-ab47a1d796df;04.05.2021;CORRECT;otp-login
2,39E+11;19e7513b-fd72-40b7-9337-e016e8e1330d;04.05.2021;CORRECT;operation-name_web
2,38E+11;556d79a1-e27e-4f6f-8735-59155127d0cb;16.05.2021;CORRECT;transfer_card_web
2,37E+11;8b5af66d-008b-438a-948c-f507f29821ef;04.05.2021;CORRECT;otp-login
2,37E+11;785bddc9-c2e9-4a08-a46d-1f3eb18ad834;04.05.2021;CORRECT;payment_card_web
2,38E+11;664ddc91-8cd3-4487-bf02-1ef93eb4a3d1;16.05.2021;CORRECT;default
2,39E+11;db480ff5-5796-4577-936c-59ea5d6f3390;04.05.2021;CORRECT;otp-login
2,37E+11;a12f141e-432b-48e5-8790-6a8198432742;04.05.2021;CORRECT;payment_card_web
2,37E+11;2938f2b2-ecfa-4b29-a1ee-2db18a45aa6b;16.05.2021;CORRECT;default
2,39E+11;9efaa514-94c5-461d-93aa-51b1e523bb38;04.05.2021;CORRECT;otp-login
2,39E+11;34d4180a-0c95-436c-a1ae-2459125e679b;04.05.2021;CORRECT;payment_card_web
2,38E+11;b877919f-c875-443a-b4ae-fbd1d58670cc;04.05.2021;CORRECT;otp-login
2,37E+11;c0f52e23-2d3d-443b-9b1f-e0ad1ddb2e71;16.05.2021;CORRECT;payment_card_web
2,37E+11;0aaf221a-3358-4d08-9249-89a5acde13b5;04.05.2021;CORRECT;default
2,40E+11;c6b5571d-ea89-4cb6-bdb6-6377193a916e;04.05.2021;CORRECT;otp-login
2,38E+11;13307331-613c-4069-bbee-e0fe08c2e1ea;04.05.2021;CORRECT;operation-name_web
2,37E+11;b7e6d7c2-c67c-4ad9-a5ad-1add1abbb8ff;16.05.2021;CORRECT;payment_card_web
2,37E+11;2b0045b8-f628-4ae4-bbab-5edc65c06ae0;04.05.2021;CORRECT;otp-login
2,37E+11;f857faff-9bc7-49c7-96ad-a1b0caefbcab;04.05.2021;CORRECT;otp-login
2,38E+11;6412c75a-2d13-4f7c-ab2d-9d4555beebc2;16.05.2021;CORRECT;otp-login
2,38E+11;0a729d9b-f24b-4f8d-b0bf-c4154baa894c;04.05.2021;CORRECT;otp-login
2,37E+11;b7164af8-f385-47f4-8315-be7d63fc877d;04.05.2021;CORRECT;otp-login
2,37E+11;4deadedd-0fc7-4092-adc6-dd483fb527b9;16.05.2021;CORRECT;operation-name_web
2,38E+11;e16e98b4-3b58-4440-b794-67c38373121c;04.05.2021;CORRECT;otp-login
2,39E+11;a4450833-b166-4359-b9da-7457ae33d9e1;04.05.2021;CORRECT;otp-login
2,37E+11;8dbaa295-c0ab-465f-b754-a577f02570e4;04.05.2021;CORRECT;default
2,37E+11;d8c877de-2cf5-45e4-b5d2-72169c17efd1;16.05.2021;CORRECT;payment_card_web
2,39E+11;3056c1a4-f76d-42a1-80f9-80b8da5eef91;04.05.2021;CORRECT;otp-login
2,37E+11;3afbbf9a-d532-4e60-8b06-e6efb0b7c6a9;04.05.2021;CORRECT;otp-login
2,38E+11;65e30944-8b95-49f3-9536-ae0e9a4142e4;16.05.2021;CORRECT;otp-login
2,39E+11;d598a759-8d0f-4e68-a0fd-a477ee14f294;04.05.2021;CORRECT;operation-name_web
2,39E+11;40b1c7db-84c7-4895-88ea-24878b0784c3;04.05.2021;CORRECT;payment_card_web
2,37E+11;86e921b9-d445-4bd2-b670-fc55d328edc0;16.05.2021;CORRECT;payment_card_web
